code,libelle,age_apparition,cim,GARD,MedDRA,MeSH,OMIM,prevalence,synonymes,UMLS
171,Cholangite sclérosante primitive,"Adulte, Adolescence, Enfance, Troisième age",K83.0,1280,10036732,C536419,602114  613806,1-9 / 100 000,PSC,C0566602
172,Cholestase intrahépatique progressive familiale,"Petite enfance, Néonatal, Enfance, Adolescence",K76.8,-,-,-,211600  601847  602347  615878,Inconnu,PFIC,C0268312
173,Choléra,Tout âge,A00.0  A00.1  A00.9,6043,10008631,D002771,-,<1 / 1 000 000,-,C0008354
174,Chondrodysplasie métaphysaire type Schmid,"Enfance, Petite enfance",Q78.5,7029,-,C537352,156500,Inconnu,-,C0265289
175,Chondrodysplasie métaphysaire autosomique récessive,"Petite enfance, Néonatal",Q78.8,6996,10069596,C535916,250250  250460,Inconnu,Chondrodysplasie métaphysaire type McKusick ; Hypoplasie cartilage-cheveux,C0220748
176,Chondrodysplasie ponctuée non rhizomélique,"Petite enfance, Néonatal",Q77.3,-,-,-,-,Inconnu,-,-
177,Chondrodysplasie ponctuée rhizomélique,"Petite enfance, Néonatal",Q77.3,-,-,D018902,215100  222765  600121  616716,1-9 / 100 000,RCDP,C0282529
178,Chordome,Adulte,C76.7,1303,10008747,D002817,215400,-,-,C0008487
179,Choriorétinopathie type birdshot,"Adulte, Troisième age",H30.1,5926,-,C537630,605808,1-9 / 1 000 000,Choriorétinite type birdshot ; Rétinochoroïdite type birdshot ; Rétinochoroïdopathie type birdshot,C1853959
180,Choroïdérémie,"Adolescence, Enfance, Adulte",H31.2,6061,10008791,D015794,303100,1-9 / 100 000,CHM,C0008525
181,Dysplasie ectodermique hypohidrotique liée à l'X,Petite enfance,Q82.4,10427,-,D053358,305100,1-9 / 1 000 000,Dysplasie ectodermique anhidrotique liée à l'X ; Syndrome de Christ-Siemens-Touraine ; XHED,C0162359
182,Chromomycose,-,B43.0  B43.1  B43.2  B43.8  B43.9,1319,10008803,D002862,-,-,Chromoblastomycose,C0008582
183,Granulomatose éosinophilique avec polyangéite,"Adolescence, Adulte, Troisième age",M30.1,6111,10048594,C531653  D015267,-,1-9 / 100 000,Angéite allergique granulomateuse ; EGPA ; Syndrome de Churg-Strauss,C0008728
184,Chérubisme,Enfance,K10.8,6036,10070535,D002636,118400,Inconnu,CRBM ; Chérubinisme,C0008029
185,Syndrome du cimeterre,"Petite enfance, Néonatal",Q26.8,-,10051951,D012587,-,Inconnu,Hypogénésie pulmonaire ; Syndrome de Halasz ; Syndrome veinolobaire pulmonaire congénital,C0036400
186,Cholangite biliaire primitive,"Adolescence, Adulte, Troisième age",K74.3,7459,10004661  10019137,-,109720  613007  613008  614220  614221,1-5 / 10 000,CBP ; Cirrhose biliaire primitive ; Syndrome de Hanot,C0008312  C0859942
187,Citrullinémie,"Néonatal, Adulte",E72.2,6114,-,D020159,-,Inconnu,-,C0175683
188,Syndrome de fuite capillaire systémique,Adulte,I78.8,1084,10007196,D019559,-,<1 / 1 000 000,Maladie de Clarkson ; SCLS ; SFC ; SFCI ; Syndrome d'hyperperméabilité capillaire ; Syndrome de fuite capillaire ; Syndrome de fuite capillaire idiopathique,C0343084
189,Dysplasie ectodermique hidrotique,Enfance,Q82.8,2056,-,-,129500,1-9 / 100 000,Syndrome de Clouston,C0162361
190,Maladie de Coats,Enfance,H35.0,6121,10015901,D058456,300216,Inconnu,Anévrisme miliaire de Leber ; Télangiectasie rétinienne congénitale,C0154832
191,Syndrome de Cockayne,Tout âge,Q87.1,6122,10009835,D003057,133540  214150  216400  216411  278780  610756  610758  616570,Inconnu,-,C0009207
192,Syndrome de Coffin-Lowry,Néonatal,Q87.0,6123,-,D038921,303600,1-9 / 100 000,CLS,C0265252
193,Syndrome de Cohen,"Petite enfance, Néonatal",Q87.8,6126,10049066,C536438,216550,Inconnu,-,C0265223
195,Syndrome du cat-eye,"Néonatal, Prénatal",Q92.8,26,-,C535918,115470,1-9 / 100 000,CES ; Syndrome de l'oeil de chat ; Syndrome des yeux de chat,C0265493
198,Syndrome de la corne occipitale,Tout âge,E83.0,4017,-,C537860,304150,<1 / 1 000 000,Cutis laxa liée à l'X ; EDS IX ; Syndrome d'Ehlers-Danlos type 9 ; Syndrome d'Ehlers-Danlos type IX,C0268353  C1096660
199,Syndrome de Cornelia de Lange,"Néonatal, Prénatal",Q87.1,10109,10056354,D003635,122470  300590  300882  610759  614701,1-9 / 100 000,Syndrome de Brachmann-de Lange,C0270972
201,Syndrome de Cowden,Tout âge,Q85.8,6202,10051906,D006223,158350  612359  615106  615107  615108  615109  616858,1-9 / 1 000 000,Maladie de Cowden ; Syndrome des hamartomes multiples,C0018553
202,Syndrome de Crandall,Non documenté,-,1561,-,-,-,Inconnu,Syndrome d'alopécie-surdité neurosensorielle-hypogonadisme ; Syndrome d'alopécie-surdité-hypogonadisme,C0432348
204,Maladie de Creutzfeldt-Jakob sporadique,"Adulte, Troisième age",A81.0,6956,10011384,D007562,123400,1-9 / 1 000 000,MCJ sporadique,C0022336
205,Syndrome de Crigler-Najjar,Néonatal,E80.5,-,10011386,D003414,218800  606785,1-9 / 100 000,Déficit en UGT ; Déficit en bilirubine uridine-diphosphate glucuronosyltransférase ; Déficit en bilirubine-UGT ; Hyperbilirubinémie non conjuguée familiale,C0010324
207,Maladie de Crouzon,"Petite enfance, Néonatal",Q75.1,6206,-,-,123500,1-9 / 1 000 000,Dysostose craniofaciale de Crouzon,-
210,Cyclosporose,Tout âge,A07.3,9528,-,-,-,Inconnu,-,-
211,Cylindromatose familiale,-,-,9707,-,C536611,132700,-,Syndrome de tumeur en turban,C1704217  C1851526
212,Cystathioninurie,Tout âge,E72.1,2428,-,C535408,219500,1-9 / 100 000,Déficit en cystathionase ; Déficit en cystathionine gamma-lyase ; Déficit en gamma-cystathionase,C0220993  C0268616
213,Cystinose,"Petite enfance, Enfance, Adolescence, Adulte",E72.0,6236,10011777,D003554,219750  219800  219900,1-9 / 100 000,Déficit en transporteur de la cystine,C0010690
214,Cystinurie,Tout âge,E72.0,6237,10011778,D003555,220100,1-5 / 10 000,Syndrome de cystinurie-lysinurie,C0010691  C0268646
215,Cécité nocturne stationnaire congénitale,Néonatal,H53.6,3995,-,C536122,163500  257270  300071  310500  610427  610444  610445  613216  613830  614565  615058  616389  617024,Inconnu,Héméralopie congénitale essentielle,C0339535
217,Malformation de Dandy-Walker isolée,"Néonatal, Prénatal",Q03.1,6242,-,-,220200,1-9 / 100 000,Syndrome de Dandy-Walker isolé,C0010964
218,Maladie de Darier,Tout âge,Q82.8,6243,10023369,D007644,124200,1-9 / 100 000,Dyskératose folliculaire ; Maladie de Darier-White,C0022595
219,Dystrophie musculaire des ceintures autosomique récessive type 2F,Enfance,G71.0,1799  8573,-,-,601287,1-9 / 1 000 000,Delta-sarcoglycanopathie ; Dystrophie musculaire des ceintures par déficit en delta-sarcoglycane ; LGMD2F,C1832525
220,Syndrome de Denys-Drash,"Petite enfance, Néonatal",N04.1,5576,10070179,D030321,194080,<1 / 1 000 000,Syndrome de Drash ; Syndrome de tumeur de Wilms-pseudohermaphrodisme,C0950121
221,Dermatomyosite,Tout âge,M33.0  M33.1,6263,10012503,D003882,-,1-9 / 100 000,Dermatomyosite de l'adulte,C0011633  C0221056
222,Dermatose pustuleuse érosive du cuir chevelu,"Troisième age, Enfance, Adolescence, Adulte",-,2188,-,-,-,Inconnu,-,C0406464
223,Diabète insipide néphrogénique,"Petite enfance, Néonatal",N25.1,7178,10029147,D018500,125800  304800,1-9 / 1 000 000,-,C0162283
225,Diabète-surdité de transmission maternelle,Tout âge,E13.8,4003,-,C536246,520000,1-9 / 1 000 000,Diabète mitochondrial ; MIDD,C0342289
226,Déficit en dihydroptéridine réductase,"Petite enfance, Néonatal",E70.1,4319,-,C537896,261630,Inconnu,Hyperphénylalaninémie par déficit en dihydroptéridine réductase ; Phénylcétonurie type 2,C0268465  C2936906
227,Diphallie,"Petite enfance, Néonatal",Q55.6,1872,-,-,-,<1 / 1 000 000,-,-
229,Dissection aortique familiale,Tout âge,I71.0,1654,-,-,607086,-,Maladie aortique annulo-ectasiante ; Médianécrose kystique de l'aorte,C0392775
230,Déficit en dopamine bêta-hydroxylase,"Petite enfance, Néonatal",G90.8,1903,-,C535600,223360,<1 / 1 000 000,Déficit en noradrénaline ; Déficit en norépinéphrine,C0342687
231,Dracunculose,Tout âge,B72,6286,10013618,D004320,-,<1 / 1 000 000,Filariose de Médine ; Maladie du ver de Guinée,C0013100
232,Drépanocytose,Tout âge,D57.0  D57.1  D57.2,8614,10040641,D000755,603903,1-5 / 10 000,Anémie à hématies falciformes,C0002895
233,Syndrome de Duane,"Petite enfance, Néonatal",H50.8,6288,10013799,D004370,126800  604356  616219  617041,1-5 / 10 000,DRS ; DURS ; Syndrome de Stilling-Turk-Duane ; Syndrome de rétraction de Duane,C0013261
234,Syndrome de Dubin-Johnson,"Adolescence, Adulte",E80.6,2793  6289,10013800,D007566,237500,Inconnu,Hyperbilirubinémie type 2 ; Maladie de Dubin-Sprinz ; Syndrome de Sprinz-Nelson,C0022350
235,Syndrome de Dubowitz,"Néonatal, Prénatal",Q87.1,6290,10059589,C535718,223370,Inconnu,-,C0175691
236,Trisomie 9p,"Prénatal, Néonatal",Q92.2,-,-,-,-,<1 / 1 000 000,Duplication 9p ; Trisomie du bras court du chromosome 9,C0265428
237,Duplication de l'urètre,-,Q64.7,1975,-,-,-,Inconnu,-,C0266348
238,Duplication digestive,-,Q45.8,-,-,-,-,-,-,-
239,Syndrome de Dyggve-Melchior-Clausen,Petite enfance,Q77.7,6295,-,C535726,223800  304950,<1 / 1 000 000,-,C0265286
240,Dyschondrostéose de Léri-Weill,Néonatal,Q77.8,3224,-,C537119,127300,Inconnu,Syndrome de Léri-Weill,C0265309
241,Dyschromatose héréditaire universelle,-,L81.8,1996,-,-,127500  612715  615402,-,-,C1306229
242,"Dysgénésie gonadique complète 46,XY","Adolescence, Adulte",Q99.1,5068,-,-,154230  233420  300018  400044  612965  613080  613762  616425,Inconnu,"Dysgénésie gonadique pure 46,XY ; Syndrome de Swyer",C0018054  C2936694
243,"Dysgénésie gonadique 46,XX","Adolescence, Adulte",Q99.1,-,-,D023961,233300  300510  614324,1-9 / 100 000,"Dysgénésie gonadique complète 46,XX ; Dysgénésie gonadique de phénotype féminin ; Dysgénésie gonadique pure 46,XX ; Dysgénésie ovarienne 46,XX ; Dysgénésie ovarienne hypergonadotrope ; FSH-RO ; Résistance ovarienne aux gonadotropines ; XX-GD",C0685837  C0949595
244,Dyskinésie ciliaire primitive,Néonatal,Q34.8,4484,10069713,-,215518  215520  242670  242680  244400  300991  606763  608644  608646  608647  610852  611884  612274  612444  612518  612649  612650  613193  613807  613808  614017  614679  614874  614935  615067  615294  615444  615451  615481  615482  615500  615504  615505  615872  616037  616481  616726  617091  617092  617577,-,DCP,-
245,Syndrome de Nager,"Néonatal, Prénatal",Q75.4,498,-,C538184,154400,Inconnu,Acrodysostose préaxiale ; Dysostose acrofaciale de Nager ; Dysostose mandibulo-faciale avec anomalies préaxiales des extrémités ; NAFD,C0265245
246,Dysostose acrofaciale postaxiale,"Néonatal, Prénatal",Q75.4,8410,-,-,263750,<1 / 1 000 000,Acrodysostose postaxiale ; Dysostose acrofaciale type Genee-Wiedmann ; Dysostose mandibulo-faciale avec anomalies post-axiales des extrémités ; POADS ; Syndrome de Miller,C0265257
248,Dysplasie ectodermique hypohidrotique autosomique récessive,"Petite enfance, Néonatal",Q82.4,2057,-,D053360,224900  614941,Inconnu,AR-HED ; Dysplasie ectodermique anhidrotique autosomique récessive,C0406702
249,Dysplasie fibreuse des os,Enfance,Q78.1,6444,10016664,D005357,-,Inconnu,-,C0016063
256,Dystonie généralisée à début précoce par les membres,"Adolescence, Enfance, Adulte",G24.1,2027,-,-,128100  602554,1-9 / 1 000 000,DYT1 ; Dystonie d'Oppenheim ; Dystonie de torsion à début précoce ; Dystonie généralisée primaire à début précoce ; Dystonie idiopathique DYT1 ; Dystonie idiopathique de torsion ; Dystonie musculaire déformante ; Dystonie primaire à début précoce ; EOTD,C0013423  C1851945  C3888090
257,Epidermolyse bulleuse simple avec dystrophie musculaire,"Petite enfance, Néonatal",Q81.0,2137,-,-,226670,<1 / 1 000 000,Dystrophie musculaire des ceintures associée à une épidermolyse bulleuse ; EBS-MD,C2931072
258,Dystrophie musculaire congénitale type 1A,Néonatal,G71.2,3843,-,-,607855,1-9 / 1 000 000,CMD1A ; DMC1A ; Dystrophie musculaire congénitale avec déficit primaire en mérosine ; Dystrophie musculaire congénitale par déficit en laminine alpha 2 ; MDC1A,C1263858
261,Dystrophie musculaire d'Emery-Dreifuss,Enfance,G71.0,6329,-,D020389,181350  300696  310300  612998  612999  614302  616516,1-9 / 1 000 000,DMED ; EDMD,C0410189
264,Dystrophie musculaire des ceintures autosomique dominante type 1B,"Adolescence, Enfance",G71.0,10230,-,-,159001,1-9 / 1 000 000,Dystrophie musculaire des ceintures par déficit en lamine A/C ; LGMD1B,C1834653
265,Dystrophie musculaire des ceintures autosomique dominante type 1C,"Adolescence, Adulte, Enfance",G71.0,12527,-,-,607801,<1 / 1 000 000,Dystrophie musculaire des ceintures par déficit en cavéoline-3 ; LGMD1C,C1832567
266,Dystrophie musculaire des ceintures autosomique dominante type 1A,"Troisième age, Adulte",G71.0,10229,-,-,159000,<1 / 1 000 000,Dystrophie musculaire des ceintures par déficit en myotiline ; LGMD1A,C1834659
267,Dystrophie musculaire des ceintures autosomique récessive type 2A,"Enfance, Adolescence, Adulte",G71.0,1057,-,-,253600,1-9 / 100 000,Calpaïnopathie primaire ; Dystrophie musculaire des ceintures par déficit en calpaïne ; LGMD2A,C1869123
268,Dystrophie musculaire des ceintures autosomique récessive type 2B,"Adolescence, Adulte",G71.0,8574,-,-,253601,1-9 / 1 000 000,Dystrophie musculaire des ceintures par déficit en dysferline ; LGMD2B,C1850889
269,Dystrophie facio-scapulo-humérale,"Petite enfance, Enfance, Adolescence, Adulte",G71.0,9941,10064087,-,158900  158901  600416,1-9 / 100 000,Dystrophie FSH ; Dystrophie musculaire facio-scapulo-humérale ; FSHD ; Myopathie de Landouzy-Dejerine ; Myopathie facio-scapulo-humérale,C0238288
270,Dystrophie musculaire oculo-pharyngée,"Adulte, Troisième age",G71.0,7245,10052181,D039141,164300,1-9 / 100 000,DMOP ; OPMD,C0270952
272,Dystrophie musculaire congénitale type Fukuyama,-,G71.0,6475,-,-,253800,1-9 / 1 000 000,FCMD,C0410174
273,Dystrophie myotonique de type 1,"Néonatal, Adulte",G71.1,8310,-,C538008,160900,1-5 / 10 000,DM1 ; MD1 ; Maladie de Steinert,C2931688
274,Syndrome de Bernard-Soulier,Tout âge,D69.1,2470,10057473,D001606,153670  231200,<1 / 1 000 000,Dystrophie thrombocytaire hémorragipare ; Syndrome des plaquettes sanguines géantes,C0005129
275,Déficit immunitaire combiné sévère type alymphocytosique,"Petite enfance, Néonatal",D81.1,-,-,-,602450,Inconnu,DICS par déficit en ARTEMIS ; DICS type Athabascan ; DICS type alymphocytose ; Déficit immunitaire combiné sévère type Athabascan ; IDCS type Athabascan ; IDCS type alymphocytose ; SCID par déficit en ARTEMIS ; SCID type Athabascan ; SCID type alymphocytose,C1865372
276,Déficit immunitaire combiné sévère T-B+ par déficit en chaîne gamma,Néonatal,D81.2,5618,-,-,300400,1-9 / 100 000,DICS T-B+ par déficit en chaîne gamma ; Déficit immunitaire combiné sévère T-B+ lié à l'X ; IDCS T-B+ par déficit en chaîne gamma ; Immunodéficience combinée sévère T-B+ par déficit en chaîne gamma ; SCID T-B+ par déficit en chaîne gamma ; SCIDX1,C2931540
277,Déficit immunitaire combiné sévère par déficit en adénosine désaminase,"Petite enfance, Néonatal",D81.3,5748,10066367,C531816,102700,1-9 / 1 000 000,DICS par déficit en adénosine désaminase ; Déficit en ADA ; ICDS par déficit en adénosine désaminase ; Immunodéficience combinée sévère par déficit en adénosine désaminase ; SCID par déficit en adénosine désaminase,C0268124  C0392607
280,Syndrome de Wolf-Hirschhorn,"Néonatal, Prénatal",Q93.3,7896,10050361,C536740  D054877,194190,1-9 / 100 000,Délétion distale 4p ; Délétion télomérique 4p ; Monosomie distale 4p ; Syndrome 4p-,C1956097
281,Monosomie 5p,Néonatal,Q93.4,6213,10011385,C538482  D003410,123450,1-9 / 100 000,Délétion 5p ; Syndrome du cri du chat,C0010314  C2931860
283,Démodécie,-,B88.0,1802,-,-,-,-,Démodicidose ; Démodécidose,C3854478
284,Echinococcose alvéolaire,"Adulte, Troisième age",B67.5  B67.6  B67.7,207,10053042,C536591,-,Inconnu,Infection à l'echinococcus multilocularis,C0948954
285,Syndrome d'Ehlers-Danlos type hypermobile,Tout âge,Q79.6,2081,-,-,130020,1-5 / 10 000,EDS III ; HT-EDS ; SED III ; SHAB ; Syndrome d'Ehlers-Danlos type 3 ; Syndrome d'hypermobilité articulaire bénigne,C0268337
286,Syndrome d'Ehlers-Danlos type vasculaire,"Petite enfance, Néonatal",Q79.6,2082,-,-,130050,1-9 / 100 000,EDS IV ; SED IV ; SED type 4 ; Syndrome d'Ehlers-Danlos type 4 ; Syndrome d'Ehlers-Danlos type IV ; Syndrome de Sack-Barabas,C0268338
287,Syndrome d'Ehlers-Danlos classique,"Petite enfance, Néonatal, Enfance",Q79.6,2088,-,-,130000,1-9 / 100 000,EDS classique ; SED classique,C0220679
288,Elliptocytose familiale,Tout âge,D58.1,6621,10014490,D004612,130600  235370  611804,1-5 / 10 000,EH ; Elliptocytose héréditaire,C0013902
289,Syndrome d'Ellis-Van Creveld,"Néonatal, Prénatal",Q77.6,1301,10008724,D004613,225500  617088,Inconnu,Dysplasie chondroectodermique ; Dysplasie mésoectodermique,C0013903
290,Syndrome de rubéole congénitale,"Prénatal, Néonatal",P35.0,4744,10010618,D012410,-,Inconnu,CRS ; Embryofoetopathie rubéolique ; Rubéole congénitale malformative ; SRC,C0035921
291,Syndrome de varicelle congénitale,"Prénatal, Néonatal",P35.8,45  5459,-,-,-,Inconnu,Embryopathie au virus de la varicelle,-
292,Infection congénitale à entérovirus,"Prénatal, Néonatal",P35.8,-,-,-,-,Inconnu,Infection anténatale aux entérovirus,-
293,Infection congénitale au virus de l'herpès simplex,"Néonatal, Prénatal",P35.2,-,-,-,-,Inconnu,Infection anténatale au virus de l'herpès simplex,-
294,Embryopathie à cytomégalovirus,"Néonatal, Prénatal",P35.1,1480,-,-,-,1-5 / 10 000,Infection anténatale au CMV ; Infection anténatale au cytomégalovirus,C0349499
295,Embryopathie à parvovirus,"Prénatal, Néonatal",P35.8,4236,-,-,-,Inconnu,Infection anténatale au parvovirus,C2931167
296,Enchondromatose,Enfance,Q78.4,7251,10014642,D004687,166000,1-9 / 100 000,Dyschondroplasie ; Maladie d'Ollier,C0013366  C0014084
297,Encéphalite à tiques,Tout âge,A84.0  A84.1  A84.8  A84.9,5216,10043848,D004675,-,Inconnu,TBE,C0014061
298,Encéphalopathie myo-neuro-gastrointestinale,"Adolescence, Enfance, Adulte",G71.3,9920,-,-,603041  612075  613662,1-9 / 1 000 000,Encéphalomyopathie mitochondriale neuro-gastro-intestinale ; MNGIE,C0872218
300,Déficit en enzyme bifonctionnelle,-,E71.3,4539,-,C536663,261515,-,-,C0342870
302,Epidermodysplasie verruciforme,Tout âge,B07,6357,10052339,D004819,226400  305350,Inconnu,Dysplasie Lewandowsky-Lutz ; Epidermodysplasie verruciforme de Lutz-Lewandowsky ; Syndrome de Lewandowsky-Lutz,C0014522
306,Epilepsie infantile familiale bénigne,"Petite enfance, Néonatal",G40.3,856  857,-,-,601764  605751  607745  612627  617080,Inconnu,BFIE ; BFIS ; Convulsions infantiles familiales bénignes ; EIFB,C0220669
307,Epilepsie myoclonique juvénile,Adolescence,G40.3,6808,10071082,D020190,254770  604827  607628  607682  608816  611136  611364  613060  614280,Inconnu,-,C0270853
308,Maladie de Unverricht-Lundborg,"Enfance, Adolescence",G40.3,3876,10054895,D020194,254800  310370  612437,1-9 / 1 000 000,EMP type 1 ; Epilepsie myoclonique progressive type 1 ; MUL ; PME type 1,C0751785
312,Ichtyose épidermolytique,Néonatal,Q80.3,1039,-,-,113800  607602,1-9 / 1 000 000,BCIE ; ECIB ; EHK ; EI ; Erythrodermie congénitale ichtyosiforme bulleuse ; Erythrodermie congénitale ichtyosiforme bulleuse de Brock ; Hyperkératose épidermolytique,C0079153
313,Ichtyose lamellaire,Néonatal,Q80.2,10803,10023686,D017490,242300  601277  604777  606545  612281  613943  617571,1-9 / 1 000 000,Ichtyose lamellaire classique ; Ichtyose lamellaire congénitale ; LI,-
314,Erythrodermie desquamative,-,L21.1,6878,-,-,609536,-,Maladie de Leiner-Moussous,-
