id;OrphaNumber;ExpertLink;Name;Type;statut;Synonymes;nsyn;ICD-10;MedDRA;MeSH;OMIM;UMLS
429;124;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=124;Blackfan-Diamond anemia;Disease;on-line;"Aase syndrome ; Aase-Smith II syndrome ; Congenital PRCA ; Congenital hypoplastic anemia, Blackfan-Diamond type ; Congenital pure red cell aplasia";5;D61.0;10062989;D029503;"105650 ; 300946 ; 606129 ; 606164 ; 610629 ; 612527 ; 612528 ; 612561 ; 612562 ; 612563 ; 613308 ; 613309 ; 614900 ; 615550 ; 615909 ; 618313 ; 618312 ; 618310 ; 617409 ; 617408";"C1260899 ; C2931850"
430;125;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=125;Bloom syndrome;Disease;on-line;BSyn;1;Q82.2;"";D001816;210900;C0005859
238;126;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=126;Blepharophimosis-epicanthus inversus-ptosis syndrome;Malformation syndrome;on-line;Blepharophimosis types 1 and 2;1;Q10.3;"";"";110100;C0220663
1502;127;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=127;Borjeson-Forssman-Lehmann syndrome;Malformation syndrome;on-line;"BFLS ; Intellectual disability-epilepsy-endocrine disorders syndrome";2;Q87.8;"";C536575;301900;C0265339
8540;128;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=128;Diphyllobothriasis;Disease;on-line;Bothriocephalosis;1;B70.0;10013029;"";"";"C0012561 ; C0277032"
8567;129;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=129;Pseudopelade of Brocq;Disease;on-line;;;L66.0;"";C531609;"";C0086873
8022;130;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=130;Brugada syndrome;Disease;on-line;"Bangungut ; Dream disease ; Idiopathic ventricular fibrillation, Brugada type ; Pokkuri death syndrome ; SUNDS ; Sudden unexplained nocturnal death syndrome";6;I49.8;10059027;D053840;"601144 ; 611777 ; 611875 ; 611876 ; 612838 ; 613119 ; 613120 ; 613123 ; 616399";"C1142166 ; C1955837"
854;131;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=131;Budd-Chiari syndrome;Disease;on-line;;;I82.0;10006537;D006502;600880;"C0019154 ; C0856761"
3704;132;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=132;Butyrylcholinesterase deficiency;Disease;on-line;Pseudocholinesterase deficiency;1;"";"";C537417;617936;C1283400
1061;133;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=133;Chronic beryllium disease;Disease;on-line;"Berylliosis ; Chronic berylliosis ; Chronic beryllium lung disease";3;J63.2;10004485;D001607;"";"C0221052 ; C0005138"
713;134;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=134;Beta-ketothiolase deficiency;Disease;on-line;"3-ketothiolase deficiency ; 3-oxothiolase deficiency ; Alpha methylacetoacetic aciduria ; Alpha-methyl-acetoacetyl-CoA thiolase deficiency ; Mitochondrial acetoacetyl-coenzyme A thiolase deficiency ; T2 deficiency";6;E71.1;"";"";203750;C1536500
3664;135;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=135;CACH syndrome;Disease;on-line;"Childhood ataxia with diffuse central nervous system hypomyelination ; Leukoencephalopathy with vanishing white matter ; Myelinosis centralis diffusa";3;E75.2;"";C537420;"603896 ; 615889";"C1858991 ; C2931489"
1001;136;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=136;CADASIL;Disease;on-line;"Cerebral autosomal dominant arteriopathy with subcortical infarcts and leukoencephalopathy ; Hereditary multi-infarct dementia";2;F01.1;10065551;D046589;125310;C0751587
3553;137;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=137;Congenital disorder of glycosylation;Group of phenomes;"on-line ; Category";"CDG ; Carbohydrate deficient glycoprotein syndrome";2;E77.8;"";"";"";C0282577
110;138;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=138;CHARGE syndrome;Malformation syndrome;on-line;"CHARGE association ; Coloboma-heart defects-atresia choanae-retardation of growth and development-genitourinary problems-ear abnormalities syndrome ; Hall-Hittner syndrome";3;Q87.8;10064063;D058747;214800;C0265354
2136;139;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=139;CHILD syndrome;Disease;on-line;"CHILD nevus ; Congenital hemidysplasia with ichthyosiform nevus and limbs defects";2;Q87.8;"";"";308050;C0265267
933;140;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=140;Campomelic dysplasia;Malformation syndrome;on-line;Campomelic dwarfism;1;Q87.1;"";D055036;"114290 ; 211990 ; 602196";C1861922
8;141;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=141;Canavan disease;Disease;on-line;"ACY2 deficiency ; Aminoacylase 2 deficiency ; Aspartoacylase deficiency ; Spongy degeneration of the brain";4;E75.2;10067608;D017825;271900;"C0206307 ; C3542499"
8676;142;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=142;Anaplastic thyroid carcinoma;Disease;on-line;;;C73;10002240;C536910;"";C0238461
8675;143;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=143;Parathyroid carcinoma;Disease;on-line;;;C75.0;"";"";608266;C0687150
3245;144;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=144;Lynch syndrome;Disease;on-line;;;D48.9;10051981;D003123;"120435 ; 609310 ; 613244 ; 614331 ; 614337 ; 614350 ; 614385";"C1333990 ; C1112155"
3384;145;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=145;Hereditary breast and ovarian cancer syndrome;Disease;on-line;;;"C50 ; C56";"";"";"604370 ; 612555 ; 613399 ; 614291";C0677776
905;146;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=146;Differentiated thyroid carcinoma;Disease;on-line;"Papillary or follicular thyroid carcinoma ; Well-differentiated thyroid carcinoma";2;C73;"";"";"188550 ; 607464";C0238463
461;147;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=147;Carbamoyl-phosphate synthetase 1 deficiency;Disease;on-line;"CPS1 deficiency ; CPS1D ; Carbamoyl-phosphate synthetase I deficiency ; Carbamoyl-phosphate synthetase deficiency";4;E72.2;10058297;"";237300;C0751753
462;148;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=148;Multiple carboxylase deficiency;Group of phenomes;on-line;MCD;1;E53.8;10028176;D009100;"";C0026755
1063;150;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=150;Nasopharyngeal carcinoma;Disease;on-line;Squamous cell carcinoma of the nasopharynx;1;"C11.0 ; C11.1 ; C11.2 ; C11.3";10028793;C538339;"161550 ; 607107 ; 617075";"C0238301 ; C2931822 ; C0153392"
635;154;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=154;Familial isolated dilated cardiomyopathy;Disease;on-line;Familial or idiopathic dilated cardiomyopathy;1;I42.0;"";"";"618189 ; 613694 ; 613697 ; 613881 ; 614672 ; 615184 ; 615235 ; 615248 ; 615373 ; 615396 ; 615916 ; 115200 ; 302045 ; 600884 ; 601154 ; 601493 ; 601494 ; 604145 ; 604288 ; 604765 ; 605582 ; 606685 ; 607482 ; 608569 ; 609909 ; 609915 ; 611407 ; 611615 ; 611878 ; 611879 ; 611880 ; 612158 ; 612877 ; 613122 ; 613172 ; 613252 ; 613286 ; 613424 ; 613426 ; 613642";C0340427
1215;156;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=156;Carnitine palmitoyl transferase 1A deficiency;Disease;on-line;"CPT1A deficiency ; Carnitine palmitoyl transferase IA deficiency ; Hepatic carnitine palmitoyl transferase 1 deficiency ; Hepatic carnitine palmitoyl transferase I deficiency ; L-CPT1 deficiency ; L-CPTI deficiency";6;E71.3;"";"";255120;C1829703
901;157;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=157;Carnitine palmitoyltransferase II deficiency;Disease;on-line;"CPT2 ; CPTII ; Carnitine palmitoyltransferase deficiency type 2";3;E71.3;"";C535589;"255110 ; 600649 ; 608836";C0342790
3316;158;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=158;Systemic primary carnitine deficiency;Disease;on-line;"CDSP ; CUD ; Carnitine transporter defect ; Carnitine uptake deficiency ; Deficiency of plasma-membrane carnitine transporter ; SPCD";6;E71.3;"";"";212140;C0342788
3343;159;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=159;Carnitine-acylcarnitine translocase deficiency;Disease;on-line;CACT deficiency;1;E71.3;"";"";212138;C0342791
3618;160;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=160;Castleman disease;Disease;on-line;"Angiofollicular ganglionic hyperplasia ; Angiofollicular lymph hyperplasia";2;D47.4;10050251;"C536362 ; D005871";148000;"C0017531 ; C2931179"
8748;162;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=162;Cataract-glaucoma syndrome;Malformation syndrome;on-line;;;Q12.0;"";"";"";""
1580;163;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=163;Hereditary hyperferritinemia-cataract syndrome;Disease;on-line;"Bonneau-Beaumont syndrome ; HHCS ; Hereditary hyperferritinemia with congenital cataracts";3;H26.0;"";C538137;600886;C1833213
2137;165;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=165;Neutral lipid storage disease;Group of phenomes;on-line;Lipidosis with triglyceride storage disease;1;E75.5;"";C536560;"";C0268238
637;166;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166;Charcot-Marie-Tooth disease/Hereditary motor and sensory neuropathy;Group of phenomes;"on-line ; Category";"CMT/HMSN ; Charcot-Marie-Tooth hereditary neuropathy";2;G60.0;10034699;D002607;"";C0007959
249;167;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=167;Chédiak-Higashi syndrome;Disease;on-line;"Chédiak-Higashi disease ; Chédiak-Higashi-Steinbrink syndrome";2;E70.3;10008415;D002609;214500;C0007965
8569;168;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=168;Loose anagen syndrome;Disease;on-line;;;L65.1;"";D058247;600628;C0406468
8570;169;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=169;Ringed hair disease;Disease;on-line;Pili annulati;1;Q84.1;"";C537187;180600;C0263489
8571;170;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=170;Woolly hair;Disease;on-line;"Familial woolly hair syndrome ; Familial wooly hair syndrome ; Hereditary woolly hair syndrome ; Hereditary wooly hair syndrome ; Wooly hair";5;Q84.1;10048017;C536745;"194300 ; 278150 ; 604379 ; 615896 ; 616760";"C0343073 ; C0345427"
783;171;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=171;Primary sclerosing cholangitis;Disease;on-line;PSC;1;K83.0;10036732;C536419;"602114 ; 613806";C0566602
1073;172;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=172;Progressive familial intrahepatic cholestasis;Disease;on-line;PFIC;1;K76.8;"";"";"211600 ; 601847 ; 602347 ; 615878";C0268312
726;173;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=173;Cholera;Disease;on-line;;;"A00.1 ; A00.9 ; A00.0";10008631;D002771;"";C0008354
1624;174;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=174;Metaphyseal chondrodysplasia, Schmid type;Disease;on-line;;;Q78.5;"";C537352;156500;C0265289
3568;175;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=175;Cartilage-hair hypoplasia;Disease;on-line;"Autosomal recessive metaphyseal chondrodysplasia ; Metaphyseal chondrodysplasia, McKusick type";2;Q78.8;10069596;C535916;"250460 ; 250250";C0220748
5532;176;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=176;Non-rhizomelic chondrodysplasia punctata;Group of phenomes;on-line;;;Q77.3;"";"";"";""
3567;177;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=177;Rhizomelic chondrodysplasia punctata;Disease;on-line;RCDP;1;Q77.3;"";D018902;"616716 ; 215100 ; 222765 ; 600121";C0282529
6023;178;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=178;Chordoma;Disease;on-line;Notochordal sarcoma;1;C76.7;10008747;D002817;215400;C0008487
3404;179;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=179;Birdshot chorioretinopathy;Disease;on-line;"Birdshot chorioretinitis ; Birdshot retinochoroiditis ; Birdshot retinochoroidopathy ; Vitiliginous choroiditis";4;H30.1;"";C537630;605808;C1853959
921;180;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=180;Choroideremia;Disease;on-line;"CHM ; Tapetochoroidal dystrophy";2;H31.2;10008791;D015794;303100;C0008525
180;181;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=181;X-linked hypohidrotic ectodermal dysplasia;Etiological subtype;on-line;"Christ-Siemens-Touraine syndrome ; X-linked anhidrotic ectodermal dysplasia ; XHED";3;Q82.4;"";D053358;305100;C0162359
8541;182;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=182;Chromomycosis;Disease;on-line;Chromoblastomycosis;1;"B43.1 ; B43.0 ; B43.2 ; B43.9 ; B43.8";10008803;D002862;"";C0008582
745;183;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=183;Eosinophilic granulomatosis with polyangiitis;Disease;on-line;"Churg-Strauss syndrome ; EGPA ; Granulomatous allergic angiitis";3;M30.1;10048594;"C531653 ; D015267";"";C0008728
996;184;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=184;Cherubism;Malformation syndrome;on-line;CRBM;1;K10.8;10070535;D002636;118400;C0008029
3462;185;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=185;Scimitar syndrome;Malformation syndrome;on-line;"Congenital pulmonary venolobar syndrome ; Epibronchial right pulmonary vein syndrome ; Halasz syndrome ; Hypogenetic lung syndrome";4;Q26.8;10051951;D012587;"";C0036400
874;186;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=186;Primary biliary cholangitis;Disease;on-line;"Hanot syndrome ; PBC ; Primary biliary cirrhosis";3;K74.3;"10019137 ; 10004661";"";"109720 ; 613007 ; 613008 ; 614220 ; 614221";"C0008312 ; C0859942"
762;187;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=187;Citrullinemia;Group of phenomes;"on-line ; Category";;;E72.2;"";D020159;"";C0175683
8616;188;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=188;Systemic capillary leak syndrome;Disease;on-line;"Capillary hyperpermeability syndrome ; Capillary leak syndrome ; Clarkson disease ; Idiopathic capillary leak syndrome ; SCLS";5;I78.8;10007196;D019559;"";C0343084
991;189;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=189;Hidrotic ectodermal dysplasia;Disease;on-line;Clouston syndrome;1;Q82.8;"";"";129500;C0162361
1645;190;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=190;Coats disease;Disease;on-line;"Congenital retinal telangiectasia ; Leber miliary aneurysm";2;H35.0;10015901;D058456;300216;C0154832
638;191;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=191;Cockayne syndrome;Disease;on-line;;;Q87.1;10009835;D003057;"133540 ; 214150 ; 216400 ; 216411 ; 278780 ; 610756 ; 610758 ; 616570";C0009207
240;192;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=192;Coffin-Lowry syndrome;Malformation syndrome;on-line;CLS;1;Q87.0;"";D038921;303600;C0265252
445;193;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=193;Cohen syndrome;Malformation syndrome;on-line;;;Q87.8;10049066;C536438;216550;C0265223
989;194;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=194;Ocular coloboma;Group of phenomes;on-line;;;"";"";"";"120200 ; 216820";""
246;195;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=195;Cat-eye syndrome;Malformation syndrome;on-line;CES;1;Q92.8;"";C535918;115470;C0265493
7035;198;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=198;Occipital horn syndrome;Disease;on-line;"EDS IX ; Ehlers-Danlos syndrome type 9 ; Ehlers-Danlos syndrome type IX ; X-linked cutis laxa";4;E83.0;"";C537860;304150;"C0268353 ; C1096660"
299;199;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=199;Cornelia de Lange syndrome;Malformation syndrome;on-line;Brachmann-de Lange syndrome;1;Q87.1;10056354;D003635;"122470 ; 300590 ; 300882 ; 610759 ; 614701";C0270972
243;201;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=201;Cowden syndrome;Disease;on-line;"Cowden disease ; Multiple hamartoma syndrome";2;Q85.8;10051906;D006223;"158350 ; 612359 ; 615106 ; 615107 ; 615108 ; 615109 ; 616858";C0018553
8572;202;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=202;Crandall syndrome;Disease;on-line;"Alopecia-deafness-hypogonadism syndrome ; Alopecia-sensorineural deafness-hypogonadism syndrome";2;"";"";"";"";C0432348
697;204;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=204;Sporadic Creutzfeldt-Jakob disease;Disease;on-line;Sporadic CJD;1;A81.0;10011384;D007562;123400;C0022336
242;205;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=205;Crigler-Najjar syndrome;Disease;on-line;"Bilirubin uridinediphosphate glucuronosyltransferase deficiency ; Bilirubin-UGT deficiency ; Hereditary unconjugated hyperbilirubinemia ; UGT deficiency";4;E80.5;10011386;D003414;"218800 ; 606785";C0010324
244;207;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=207;Crouzon disease;Malformation syndrome;on-line;Crouzon craniofacial dysostosis;1;Q75.1;"";"";123500;""
3569;209;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=209;Cutis laxa;Group of phenomes;on-line;;;Q82.8;10011692;D003483;"";C0010495
8542;210;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=210;Cyclosporosis;Disease;on-line;;;A07.3;"";"";"";""
8629;211;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=211;Familial cylindromatosis;Clinical subtype;on-line;Turban tumor syndrome;1;"";"";C536611;132700;"C1704217 ; C1851526"
3365;212;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=212;Cystathioninuria;Disease;on-line;"Cystathionase deficiency ; Cystathione gamma-lyase deficiency syndrome ; Gamma-cystathionase deficiency";3;E72.1;"";C535408;219500;"C0220993 ; C0268616"
11;213;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=213;Cystinosis;Disease;on-line;Protein defect of cystin transport;1;E72.0;10011777;D003554;"219750 ; 219800 ; 219900";C0010690
202;214;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=214;Cystinuria;Disease;on-line;Cystinuria-lysinuria syndrome;1;E72.0;10011778;D003555;220100;"C0010691 ; C0268646"
923;215;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=215;Congenital stationary night blindness;Disease;on-line;Congenital essential nyctalopia;1;H53.6;"";C536122;"617024 ; 163500 ; 257270 ; 300071 ; 310500 ; 610427 ; 610444 ; 610445 ; 613216 ; 613830 ; 614565 ; 615058 ; 616389";C0339535
650;216;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=216;Neuronal ceroid lipofuscinosis;Group of phenomes;on-line;NCL;1;E75.4;"";D009472;"";C0027877
456;217;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=217;Isolated Dandy-Walker malformation;Morphological anomaly;on-line;;;Q03.1;"";"";220200;C0010964
323;218;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=218;Darier disease;Disease;on-line;"Darier-White disease ; Keratosis follicularis";2;Q82.8;10023369;D007644;124200;C0022595
8717;219;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=219;Autosomal recessive limb-girdle muscular dystrophy type 2F;Disease;on-line;"Delta-sarcoglycanopathy ; LGMD2F ; Limb-girdle muscular dystrophy due to delta-sarcoglycan deficiency";3;G71.0;"";"";601287;C1832525
3552;220;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=220;Denys-Drash syndrome;Disease;on-line;"Drash syndrome ; Wilms tumor-DSD syndrome ; Wilms tumor-disorder of sex development syndrome";3;N04.1;10070179;D030321;194080;C0950121
701;221;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=221;Dermatomyositis;Disease;on-line;Adult dermatomyositis;1;"M33.1 ; M33.0";10012503;D003882;"";"C0011633 ; C0221056"
8573;222;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=222;Erosive pustular dermatosis of the scalp;Disease;on-line;;;"";"";"";"";C0406464
3726;223;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=223;Nephrogenic diabetes insipidus;Disease;on-line;;;N25.1;10029147;D018500;"125800 ; 304800";C0162283
8555;224;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=224;Neonatal diabetes mellitus;Group of phenomes;"on-line ; Category";NDM;1;P70.2;10028933;"";"";C0158981
7037;225;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=225;Maternally-inherited diabetes and deafness;Disease;on-line;"MIDD ; Mitochondrial diabetes";2;E13.8;"";C536246;520000;C0342289
457;226;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=226;Dihydropteridine reductase deficiency;Clinical subtype;on-line;"Hyperphenylalaninemia due to dihydropteridine reductase deficiency ; PKU type 2 ; Phenylketonuria type 2";3;E70.1;"";C537896;261630;"C0268465 ; C2936906"
8709;227;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=227;Diphallia;Morphological anomaly;on-line;;;Q55.6;"";"";"";""
3258;229;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=229;Familial aortic dissection;Disease;on-line;"Annuloaortic ectasia ; Cystic medial necrosis of aorta";2;I71.0;"";"";607086;C0392775
8743;230;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=230;Dopamine beta-hydroxylase deficiency;Disease;on-line;"Noradrenaline deficiency ; Norepinephrine deficiency";2;G90.8;"";C535600;223360;C0342687
